antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Hour=Hour_0_5', 'DeviceType=desktop', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.0056,0.0276,0.00545,0.9732142857142857,35.261387163561075,1.0,0.00529544,36.302933333333314,0.9771121952659665,0.1963963963963964,0.9724540165716636,0.5853390269151139
"frozenset({'Card1=card1_other', 'Hour=Hour_18_23', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0077,0.02325,0.0063,0.8181818181818181,35.19061583577712,1.0,0.006120975,5.372124999999998,0.9791225771776008,0.25557809330628806,0.8138539218651837,0.544574780058651
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_18_23', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00585,0.0282,0.0058,0.9914529914529914,35.15790749833303,1.0,0.005635029999999999,113.70059999999893,0.9772739491542766,0.20530973451327433,0.9912049716536235,0.5985633751591198
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing', 'Hour=Hour_12_17'})",frozenset({'ProductCD=S'}),0.00535,0.0282,0.0053,0.9906542056074767,35.12958175913038,1.0,0.00514913,103.98260000000123,0.9767596262646668,0.18761061946902657,0.9903830063876072,0.5892987340094121
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Hour=Hour_12_17', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00535,0.0282,0.0053,0.9906542056074767,35.12958175913038,1.0,0.00514913,103.98260000000123,0.9767596262646668,0.18761061946902657,0.9903830063876072,0.5892987340094121
"frozenset({'Card1=card1_other', 'Hour=Hour_18_23', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.0077,0.02295,0.0062,0.8051948051948051,35.0847409670939,1.0,0.006023285,5.015523333333332,0.9790361590700003,0.2535787321063394,0.8006190115089352,0.5376736553207141
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.0166,0.0276,0.01605,0.966867469879518,35.03143006809848,1.0,0.01559184,29.34879999999993,0.9878525580714629,0.5701598579040851,0.9659270566428609,0.7741946045049763
"frozenset({'isFraud=0', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.0276,0.0166,0.01605,0.5815217391304347,35.03143006809847,1.0,0.01559184,2.3499428571428567,0.999027360764579,0.5701598579040851,0.5744577375741658,0.7741946045049763
"frozenset({'DeviceType=desktop', 'Hour=Hour_12_17', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00815,0.0282,0.00805,0.9877300613496933,35.025888700343735,1.0,0.00782017,79.20170000000046,0.9794320607359921,0.284452296819788,0.9873740083861837,0.6365955271287473
"frozenset({'DeviceType=desktop', 'Hour=Hour_12_17', 'Email=missing'})",frozenset({'ProductCD=S'}),0.00815,0.0282,0.00805,0.9877300613496933,35.025888700343735,1.0,0.00782017,79.20170000000046,0.9794320607359921,0.284452296819788,0.9873740083861837,0.6365955271287473
"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.01185,0.0282,0.0117,0.9873417721518988,35.01211957985457,1.0,0.01136583,76.77220000000027,0.9830880549900941,0.41269841269841273,0.9869744516895439,0.7011176945865877
frozenset({'ProductCD=S'}),"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=missing', 'isFraud=0'})",0.0282,0.01185,0.0117,0.41489361702127664,35.01211957985457,1.0,0.01136583,1.6888381818181821,0.9996279703009483,0.41269841269841273,0.4078769589852519,0.7011176945865877
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.0163,0.0282,0.01605,0.9846625766871165,34.91711264847931,1.0,0.015590339999999998,63.361359999999905,0.9874562851108584,0.5641476274165201,0.9842175104827295,0.7769057564286646
frozenset({'ProductCD=S'}),"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing', 'isFraud=0'})",0.0282,0.0163,0.01605,0.5691489361702127,34.91711264847931,1.0,0.015590339999999998,2.283155555555555,0.9995480013002176,0.5641476274165201,0.5620096941854352,0.7769057564286646
"frozenset({'isFraud=0', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0276,0.02325,0.0224,0.8115942028985508,34.90727754402369,1.0,0.0217583,5.184288461538463,0.9989229520479521,0.7873462214411248,0.8071094987443571,0.8875175315568022
"frozenset({'DeviceType=desktop', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.02325,0.0276,0.0224,0.9634408602150537,34.907277544023685,1.0,0.0217583,26.59799999999996,0.9944742038100113,0.7873462214411248,0.9624031882096398,0.8875175315568022
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.01215,0.0276,0.0117,0.962962962962963,34.889962426194316,1.0,0.01136466,26.254800000000042,0.9832853788919993,0.4171122994652407,0.961911726617609,0.693438003220612
"frozenset({'isFraud=0', 'ProductCD=S'})","frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.0276,0.01215,0.0117,0.42391304347826086,34.88996242619431,1.0,0.01136466,1.7147584905660378,0.9989083314875169,0.4171122994652407,0.41682749757378235,0.693438003220612
"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'Amt=Amt_Low', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.00715,0.02325,0.0058,0.8111888111888111,34.88984134145424,1.0,0.005633762499999999,5.173157407407406,0.9783334462093625,0.23577235772357721,0.8066944573215369,0.5303255883901045
"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_12_17', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00585,0.0282,0.00575,0.9829059829059829,34.854822088864644,1.0,0.0055850299999999995,56.850299999999834,0.9770251624175338,0.20318021201413428,0.9824099433072472,0.5934033460629204
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_12_17', 'Email=missing'})",frozenset({'ProductCD=S'}),0.00585,0.0282,0.00575,0.9829059829059829,34.854822088864644,1.0,0.0055850299999999995,56.850299999999834,0.9770251624175338,0.20318021201413428,0.9824099433072472,0.5934033460629204
"frozenset({'Card1=card1_other', 'Hour=Hour_12_17', 'isFraud=0', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0071,0.02325,0.00575,0.8098591549295774,34.83265182492806,1.0,0.005584925,5.136981481481479,0.9782367855250539,0.23373983739837395,0.8053331506829561,0.5285854914432833
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00825,0.0282,0.0081,0.9818181818181817,34.81624758220502,1.0,0.00786735,53.44899999999966,0.9793574769627202,0.28571428571428575,0.981290576063163,0.6345261121856866
"frozenset({'isFraud=0', 'Amt=Amt_Low', 'ProductCD=S', 'Hour=Hour_12_17'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.00655,0.02325,0.0053,0.8091603053435115,34.802593778215545,1.0,0.0051477125,5.11817,0.9776702495686369,0.21632653061224488,0.8046176660798684,0.5185586472954117
"frozenset({'Card1=card1_other', 'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.0072,0.02295,0.00575,0.7986111111111112,34.79786976519003,1.0,0.00558476,4.851558620689656,0.9783064148828083,0.235655737704918,0.7938806725460429,0.5245778867102396
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.0175,0.0276,0.0168,0.9599999999999999,34.78260869565217,1.0,0.016316999999999998,24.309999999999913,0.9885496183206106,0.5936395759717313,0.9588646647470176,0.7843478260869564
"frozenset({'isFraud=0', 'ProductCD=S'})","frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})",0.0276,0.0175,0.0168,0.608695652173913,34.782608695652165,1.0,0.016316999999999998,2.510833333333333,0.9988173591114765,0.5936395759717313,0.6017258546299369,0.7843478260869564
"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'Hour=Hour_12_17'})","frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.00665,0.02295,0.0053,0.7969924812030076,34.727341228889216,1.0,0.0051473825,4.812875925925927,0.9777059901172991,0.21810699588477364,0.7922240225198378,0.5139646501875604
"frozenset({'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.00965,0.0172,0.00575,0.5958549222797928,34.64272803952284,1.0,0.00558402,2.4318,0.9805966709178355,0.2725118483412322,0.5887819722016613,0.46507862393059407
frozenset({'ProductCD=S'}),"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.0282,0.0172,0.0168,0.5957446808510638,34.636318654131614,1.0,0.01631496,2.431136842105263,0.9993090877017612,0.5874125874125874,0.5886698014357589,0.7862444334487877
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.0172,0.0282,0.0168,0.9767441860465116,34.636318654131614,1.0,0.01631496,41.78739999999993,0.9881243095528811,0.5874125874125874,0.9760693414761387,0.7862444334487877
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})","frozenset({'Card1=card1_other', 'ProductCD=S'})",0.00825,0.0217,0.0062,0.7515151515151515,34.63203463203463,1.0,0.006020975,3.937060975609755,0.9792034282833375,0.26105263157894737,0.7460034258562317,0.5186147186147185
"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Email=missing', 'Hour=Hour_18_23', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.00635,0.0282,0.0062,0.9763779527559056,34.623331658010834,1.0,0.00602093,41.139533333333404,0.9773237477335921,0.21869488536155204,0.9756924807119834,0.5981180543921372
"frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.02295,0.0282,0.0224,0.9760348583877995,34.61116519105672,1.0,0.02175281,40.55056363636347,0.9939180075591979,0.7791304347826087,0.9753394303229054,0.8851805497612757
frozenset({'ProductCD=S'}),"frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.0282,0.02295,0.0224,0.7943262411347518,34.61116519105672,1.0,0.02175281,4.750484482758622,0.9992874966924411,0.7791304347826087,0.7894951549406395,0.8851805497612757
"frozenset({'Hour=Hour_18_23', 'Amt=Amt_Low', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.00735,0.02325,0.0059,0.8027210884353742,34.52563821227416,1.0,0.0057291124999999995,4.951112068965517,0.9782259778866191,0.2388663967611336,0.798025173724468,0.5282422646477947
"frozenset({'Hour=Hour_0_5', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",frozenset({'ProductCD=S'}),0.0056,0.0282,0.00545,0.9732142857142857,34.51114488348531,1.0,0.00529208,36.28053333333331,0.9764922095846834,0.1922398589065256,0.972437009378767,0.5832383485309017
"frozenset({'Hour=Hour_0_5', 'DeviceType=desktop', 'Email=missing'})",frozenset({'ProductCD=S'}),0.0056,0.0282,0.00545,0.9732142857142857,34.51114488348531,1.0,0.00529208,36.28053333333331,0.9764922095846834,0.1922398589065256,0.972437009378767,0.5832383485309017
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",frozenset({'ProductCD=S'}),0.0166,0.0282,0.01615,0.9728915662650603,34.49970093138512,1.0,0.015681880000000002,35.84862222222236,0.9874051672626277,0.5636998254799302,0.9721049251544148,0.7727933008630267
frozenset({'ProductCD=S'}),"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.0282,0.0166,0.01615,0.572695035460993,34.49970093138512,1.0,0.015681880000000002,2.301400829875519,0.9991914400967978,0.5636998254799302,0.5654820372798384,0.7727933008630267
frozenset({'ProductCD=S'}),"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.0282,0.01215,0.0118,0.41843971631205673,34.43948282403759,1.0,0.01145737,1.6986201219512196,0.9991392872216854,0.4133099824868652,0.41128685155849243,0.6948165659749584
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",frozenset({'ProductCD=S'}),0.01215,0.0282,0.0118,0.9711934156378601,34.43948282403759,1.0,0.01145737,33.73534285714288,0.9829058655889396,0.4133099824868652,0.9703574970548057,0.6948165659749584
"frozenset({'isFraud=0', 'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})",0.00955,0.0175,0.00575,0.6020942408376964,34.405385190725504,1.0,0.005582875,2.4691776315789475,0.9802966152846642,0.2699530516431925,0.5950068609035077,0.46533283470456244
"frozenset({'Hour=Hour_18_23', 'Amt=Amt_Low', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.00735,0.02295,0.0058,0.7891156462585034,34.38412401997836,1.0,0.0056313175,4.633108064516128,0.9781058886262305,0.236734693877551,0.7841621680144346,0.5209194789026721
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing'})","frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})",0.00855,0.0211,0.0062,0.7251461988304093,34.36711842798148,1.0,0.006019595,3.561529787234042,0.9792752225072759,0.2643923240938166,0.7192217783536717,0.5094925306948255
"frozenset({'Card1=card1_other', 'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0072,0.02325,0.00575,0.7986111111111112,34.348864994026286,1.0,0.0055826,4.850068965517242,0.9779280383982062,0.23279352226720648,0.7938173648437278,0.5229614695340502
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.00855,0.0276,0.0081,0.9473684210526315,34.32494279176201,1.0,0.00786402,18.475599999999982,0.9792391614974699,0.2887700534759358,0.9458745588776548,0.6204233409610984
frozenset({'ProductCD=S'}),"frozenset({'DeviceType=desktop', 'Email=missing'})",0.0282,0.02325,0.0225,0.7978723404255319,34.317089910775564,1.0,0.02184435,4.832342105263158,0.9990327227824655,0.7772020725388602,0.7930610088820393,0.8828071379547013
"frozenset({'DeviceType=desktop', 'Email=missing'})",frozenset({'ProductCD=S'}),0.02325,0.0282,0.0225,0.9677419354838709,34.317089910775564,1.0,0.02184435,30.125799999999924,0.9939697977988226,0.7772020725388602,0.9668058607572246,0.8828071379547013
"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'Hour=Hour_12_17'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.00665,0.02325,0.0053,0.7969924812030076,34.27924650335517,1.0,0.0051453875,4.811398148148149,0.9773270551051285,0.21544715447154472,0.7921602059923293,0.5124747352251597
"frozenset({'DeviceType=desktop', 'Email=missing'})","frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})",0.02325,0.0211,0.0168,0.7225806451612903,34.24552820669622,1.0,0.016309425,3.5285930232558136,0.9939074554828331,0.6098003629764065,0.7166009246718666,0.7593945879834887
"frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0211,0.02325,0.0168,0.7962085308056871,34.24552820669622,1.0,0.016309425,4.792889534883718,0.9917244939655299,0.6098003629764065,0.7913575948868053,0.7593945879834887
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})",frozenset({'ProductCD=S'}),0.0175,0.0282,0.0169,0.9657142857142855,34.245187436676794,1.0,0.016406499999999997,28.34416666666651,0.9880903985425418,0.5868055555555554,0.9647193720048215,0.7825025329280647
frozenset({'ProductCD=S'}),"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})",0.0282,0.0175,0.0169,0.5992907801418439,34.245187436676794,1.0,0.016406499999999997,2.4519026548672564,0.9989697639103183,0.5868055555555554,0.5921534657932254,0.7825025329280647
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.00615,0.0276,0.0058,0.9430894308943089,34.16990691646047,1.0,0.00563026,17.086457142857117,0.9767414426308001,0.20751341681574237,0.9414741165099845,0.5766171792152703
"frozenset({'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Email=missing'})",0.00965,0.0175,0.00575,0.5958549222797928,34.04885270170244,1.0,0.005581125,2.4310576923076925,0.9800882867497438,0.2686915887850467,0.5886564094450817,0.46221317542561063
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",frozenset({'ProductCD=S'}),0.00615,0.0282,0.0059,0.959349593495935,34.019489131061526,1.0,0.00572657,23.90628,0.9766112438957214,0.20738137082601055,0.9581699871330881,0.5842847258259817
"frozenset({'Hour=Hour_18_23', 'Email=missing', 'DeviceType=desktop'})",frozenset({'ProductCD=S'}),0.00855,0.0282,0.0082,0.9590643274853802,34.0093733150844,1.0,0.007958890000000001,23.73968571428575,0.9789665050818647,0.28721541155866903,0.9578764431831449,0.6249222346646759
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing'})","frozenset({'Card1=card1_other', 'ProductCD=S'})",0.00855,0.0217,0.0063,0.7368421052631579,33.95585738539898,1.0,0.006114465,3.717539999999999,0.9789197639820464,0.2630480167014614,0.7310049118503096,0.5135823429541596
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_18_23', 'Email=missing'})","frozenset({'isFraud=0', 'ProductCD=S'})",0.00665,0.0276,0.0062,0.9323308270676692,33.78010242998802,1.0,0.0060164599999999995,14.369911111111124,0.9768931133976427,0.2210338680926916,0.9304101471284134,0.5784842541135448
"frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})","frozenset({'Card1=card1_other', 'ProductCD=S'})",0.02295,0.0217,0.0168,0.7320261437908496,33.73392367699768,1.0,0.016301984999999998,3.650729268292682,0.9931490200092113,0.6032315978456013,0.7260821259233872,0.7531098460889731
"frozenset({'Card1=card1_other', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing', 'isFraud=0'})",0.0217,0.02295,0.0168,0.7741935483870968,33.73392367699768,1.0,0.016301984999999998,4.326935714285714,0.9918800470203414,0.6032315978456013,0.7688895638780991,0.7531098460889731
"frozenset({'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing', 'isFraud=0'})",0.00965,0.0163,0.0053,0.5492227979274611,33.694650179598845,1.0,0.005142705,2.1822310344827582,0.9797765417410083,0.25665859564164645,0.5417533779886765,0.43718808608029497
"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_18_23', 'Email=missing'})",frozenset({'ProductCD=S'}),0.00665,0.0282,0.0063,0.9473684210526316,33.5946248600224,1.0,0.00611247,18.46420000000002,0.9767285783795574,0.22066549912434327,0.9458411412354719,0.5853863381858903
"frozenset({'DeviceType=desktop', 'Email=missing'})","frozenset({'isFraud=0', 'Amt=Amt_Low', 'ProductCD=S'})",0.02325,0.0206,0.01605,0.6903225806451613,33.51080488568744,1.0,0.015571049999999998,3.1626458333333334,0.9932519872072412,0.5773381294964027,0.6838090470136423,0.7347243971186971
"frozenset({'isFraud=0', 'Amt=Amt_Low', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0206,0.02325,0.01605,0.7791262135922329,33.510804885687435,1.0,0.015571049999999998,4.422208791208789,0.9905645073562107,0.5773381294964027,0.7738686599357388,0.7347243971186971
"frozenset({'Card1=card1_other', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Email=missing'})",0.0217,0.02325,0.0169,0.7788018433179723,33.49685347604182,1.0,0.016395475,4.4157239583333325,0.9916655930738445,0.6024955436720141,0.7735365685364447,0.7528417818740398
"frozenset({'DeviceType=desktop', 'Email=missing'})","frozenset({'Card1=card1_other', 'ProductCD=S'})",0.02325,0.0217,0.0169,0.7268817204301075,33.49685347604182,1.0,0.016395475,3.5819645669291327,0.9932392625586302,0.6024955436720141,0.7208235923848589,0.7528417818740398
"frozenset({'DeviceType=desktop', 'Hour=Hour_12_17', 'Email=missing'})","frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})",0.00815,0.0211,0.00575,0.7055214723926381,33.43703660628616,1.0,0.005578035,3.3241812500000005,0.9780642672564005,0.24468085106382978,0.69917404473658,0.48901666036693514
"frozenset({'isFraud=0', 'Hour=Hour_12_17', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.00955,0.0166,0.0053,0.5549738219895288,33.432157951176436,1.0,0.00514147,2.2097576470588236,0.9794423537233409,0.2541966426858513,0.5474616859767428,0.43712546521163187
"frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})","frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})",0.0211,0.0166,0.0117,0.5545023696682464,33.40375720893051,1.0,0.01134974,2.2074191489361703,0.9909727733815996,0.45000000000000007,0.5469822754405597,0.6296608233883401
"frozenset({'DeviceType=desktop', 'Amt=Amt_Low', 'Email=missing'})","frozenset({'Card1=card1_other', 'isFraud=0', 'ProductCD=S'})",0.0166,0.0211,0.0117,0.7048192771084337,33.40375720893051,1.0,0.01134974,3.316273469387755,0.9864381206663086,0.45000000000000007,0.6984567137689588,0.6296608233883401
"frozenset({'Hour=Hour_18_23', 'DeviceType=desktop', 'Email=missing', 'isFraud=0'})","frozenset({'Amt=Amt_Low', 'ProductCD=S'})",0.00825,0.0212,0.0058,0.7030303030303029,33.1618067467124,1.0,0.005625099999999999,3.295959183673468,0.977912606590579,0.24524312896405917,0.6965981845426061,0.48830760434534015
